FileName,LayerName,Group,Source,Categorical
I:\WELD_Data_TallGrass\RasterStatistics\Week13_tasseled_cap_Band2_StdDev.tif,Week13_tasseled_cap_Band2_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_tasseled_cap_Band3_Max.tif,Week13_tasseled_cap_Band3_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_tasseled_cap_Band3_Mean.tif,Week13_tasseled_cap_Band3_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_tasseled_cap_Band3_Min.tif,Week13_tasseled_cap_Band3_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_tasseled_cap_Band3_StdDev.tif,Week13_tasseled_cap_Band3_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_tasseled_cap_Band4_Max.tif,Week13_tasseled_cap_Band4_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_tasseled_cap_Band4_Mean.tif,Week13_tasseled_cap_Band4_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_tasseled_cap_Band4_Min.tif,Week13_tasseled_cap_Band4_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_tasseled_cap_Band4_StdDev.tif,Week13_tasseled_cap_Band4_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_tasseled_cap_Band1_Max.tif,Week15_tasseled_cap_Band1_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_tasseled_cap_Band1_Mean.tif,Week15_tasseled_cap_Band1_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_tasseled_cap_Band1_Min.tif,Week15_tasseled_cap_Band1_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_tasseled_cap_Band1_StdDev.tif,Week15_tasseled_cap_Band1_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_tasseled_cap_Band2_Max.tif,Week15_tasseled_cap_Band2_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_tasseled_cap_Band2_Mean.tif,Week15_tasseled_cap_Band2_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_tasseled_cap_Band2_Min.tif,Week15_tasseled_cap_Band2_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_tasseled_cap_Band2_StdDev.tif,Week15_tasseled_cap_Band2_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_tasseled_cap_Band3_Max.tif,Week15_tasseled_cap_Band3_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_tasseled_cap_Band3_Mean.tif,Week15_tasseled_cap_Band3_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_tasseled_cap_Band3_Min.tif,Week15_tasseled_cap_Band3_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_tasseled_cap_Band3_StdDev.tif,Week15_tasseled_cap_Band3_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_tasseled_cap_Band4_Max.tif,Week15_tasseled_cap_Band4_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_tasseled_cap_Band4_Mean.tif,Week15_tasseled_cap_Band4_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_tasseled_cap_Band4_Min.tif,Week15_tasseled_cap_Band4_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_tasseled_cap_Band4_StdDev.tif,Week15_tasseled_cap_Band4_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_tasseled_cap_Band1_Max.tif,Week18_tasseled_cap_Band1_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_tasseled_cap_Band1_Mean.tif,Week18_tasseled_cap_Band1_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_tasseled_cap_Band1_Min.tif,Week18_tasseled_cap_Band1_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_tasseled_cap_Band1_StdDev.tif,Week18_tasseled_cap_Band1_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_tasseled_cap_Band2_Max.tif,Week18_tasseled_cap_Band2_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_tasseled_cap_Band2_Mean.tif,Week18_tasseled_cap_Band2_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_tasseled_cap_Band2_Min.tif,Week18_tasseled_cap_Band2_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_tasseled_cap_Band2_StdDev.tif,Week18_tasseled_cap_Band2_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_tasseled_cap_Band3_Max.tif,Week18_tasseled_cap_Band3_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_tasseled_cap_Band3_Mean.tif,Week18_tasseled_cap_Band3_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_tasseled_cap_Band3_Min.tif,Week18_tasseled_cap_Band3_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_tasseled_cap_Band3_StdDev.tif,Week18_tasseled_cap_Band3_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_tasseled_cap_Band4_Max.tif,Week18_tasseled_cap_Band4_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_tasseled_cap_Band4_Mean.tif,Week18_tasseled_cap_Band4_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_tasseled_cap_Band4_Min.tif,Week18_tasseled_cap_Band4_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_tasseled_cap_Band4_StdDev.tif,Week18_tasseled_cap_Band4_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_tasseled_cap_Band1_Max.tif,Week28_tasseled_cap_Band1_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_tasseled_cap_Band1_Mean.tif,Week28_tasseled_cap_Band1_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_tasseled_cap_Band1_Min.tif,Week28_tasseled_cap_Band1_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_tasseled_cap_Band1_StdDev.tif,Week28_tasseled_cap_Band1_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_tasseled_cap_Band2_Max.tif,Week28_tasseled_cap_Band2_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_tasseled_cap_Band2_Mean.tif,Week28_tasseled_cap_Band2_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_tasseled_cap_Band2_Min.tif,Week28_tasseled_cap_Band2_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_tasseled_cap_Band2_StdDev.tif,Week28_tasseled_cap_Band2_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_tasseled_cap_Band3_Max.tif,Week28_tasseled_cap_Band3_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_tasseled_cap_Band3_Mean.tif,Week28_tasseled_cap_Band3_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_tasseled_cap_Band3_Min.tif,Week28_tasseled_cap_Band3_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_tasseled_cap_Band3_StdDev.tif,Week28_tasseled_cap_Band3_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_tasseled_cap_Band4_Max.tif,Week28_tasseled_cap_Band4_Max,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_tasseled_cap_Band4_Mean.tif,Week28_tasseled_cap_Band4_Mean,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_tasseled_cap_Band4_Min.tif,Week28_tasseled_cap_Band4_Min,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_tasseled_cap_Band4_StdDev.tif,Week28_tasseled_cap_Band4_StdDev,TAPR_,Tasseled_Cap,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month03_2010_NDVI_TOA.tif,Month03_2010_NDVI_TOA,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month04_2010_NDVI_TOA.tif,Month04_2010_NDVI_TOA,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month05_2010_NDVI_TOA.tif,Month05_2010_NDVI_TOA,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Month06_2010_NDVI_TOA.tif,Month06_2010_NDVI_TOA,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week13_2010_NDVI_TOA.tif,Week13_2010_NDVI_TOA,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week15_2010_NDVI_TOA.tif,Week15_2010_NDVI_TOA,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week18_2010_NDVI_TOA.tif,Week18_2010_NDVI_TOA,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\TIFsWithNoDataValues\Week28_2010_NDVI_TOA.tif,Week28_2010_NDVI_TOA,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_2010_NDVI_TOA_Max.tif,Month03_2010_NDVI_TOA_Max,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_2010_NDVI_TOA_Mean.tif,Month03_2010_NDVI_TOA_Mean,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_2010_NDVI_TOA_Min.tif,Month03_2010_NDVI_TOA_Min,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Month03_2010_NDVI_TOA_StdDev.tif,Month03_2010_NDVI_TOA_StdDev,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_2010_NDVI_TOA_Max.tif,Month04_2010_NDVI_TOA_Max,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_2010_NDVI_TOA_Mean.tif,Month04_2010_NDVI_TOA_Mean,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_2010_NDVI_TOA_Min.tif,Month04_2010_NDVI_TOA_Min,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Month04_2010_NDVI_TOA_StdDev.tif,Month04_2010_NDVI_TOA_StdDev,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_2010_NDVI_TOA_Max.tif,Month05_2010_NDVI_TOA_Max,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_2010_NDVI_TOA_Mean.tif,Month05_2010_NDVI_TOA_Mean,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_2010_NDVI_TOA_Min.tif,Month05_2010_NDVI_TOA_Min,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Month05_2010_NDVI_TOA_StdDev.tif,Month05_2010_NDVI_TOA_StdDev,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_2010_NDVI_TOA_Max.tif,Month06_2010_NDVI_TOA_Max,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_2010_NDVI_TOA_Mean.tif,Month06_2010_NDVI_TOA_Mean,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_2010_NDVI_TOA_Min.tif,Month06_2010_NDVI_TOA_Min,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Month06_2010_NDVI_TOA_StdDev.tif,Month06_2010_NDVI_TOA_StdDev,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_2010_NDVI_TOA_Max.tif,Week13_2010_NDVI_TOA_Max,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_2010_NDVI_TOA_Mean.tif,Week13_2010_NDVI_TOA_Mean,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_2010_NDVI_TOA_Min.tif,Week13_2010_NDVI_TOA_Min,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Week13_2010_NDVI_TOA_StdDev.tif,Week13_2010_NDVI_TOA_StdDev,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_2010_NDVI_TOA_Max.tif,Week15_2010_NDVI_TOA_Max,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_2010_NDVI_TOA_Mean.tif,Week15_2010_NDVI_TOA_Mean,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_2010_NDVI_TOA_Min.tif,Week15_2010_NDVI_TOA_Min,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Week15_2010_NDVI_TOA_StdDev.tif,Week15_2010_NDVI_TOA_StdDev,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_2010_NDVI_TOA_Max.tif,Week18_2010_NDVI_TOA_Max,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_2010_NDVI_TOA_Mean.tif,Week18_2010_NDVI_TOA_Mean,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_2010_NDVI_TOA_Min.tif,Week18_2010_NDVI_TOA_Min,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Week18_2010_NDVI_TOA_StdDev.tif,Week18_2010_NDVI_TOA_StdDev,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_2010_NDVI_TOA_Max.tif,Week28_2010_NDVI_TOA_Max,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_2010_NDVI_TOA_Mean.tif,Week28_2010_NDVI_TOA_Mean,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_2010_NDVI_TOA_Min.tif,Week28_2010_NDVI_TOA_Min,TAPR_,NDVI,N
I:\WELD_Data_TallGrass\RasterStatistics\Week28_2010_NDVI_TOA_StdDev.tif,Week28_2010_NDVI_TOA_StdDev,TAPR_,NDVI,N
I:\NPS_NPMP_data\DerivedData\NPScape_densities\gden_13.tif,gden_13,TAPR_,NPScape,Y
I:\NPS_NPMP_data\DerivedData\NPScape_densities\gden_13_grouped.tif,gden_13_grouped,TAPR_,NPScape,Y
I:\NPS_NPMP_data\DerivedData\NPScape_densities\gden_243.tif,gden_243,TAPR_,NPScape,Y
I:\NPS_NPMP_data\DerivedData\NPScape_densities\gden_243_grouped.tif,gden_243_grouped,TAPR_,NPScape,Y
I:\NPS_NPMP_data\DerivedData\NPScape_densities\gden_27.tif,gden_27,TAPR_,NPScape,Y
I:\NPS_NPMP_data\DerivedData\NPScape_densities\gden_27_grouped.tif,gden_27_grouped,TAPR_,NPScape,Y
I:\NPS_NPMP_data\DerivedData\NPScape_densities\gden_7.tif,gden_7,TAPR_,NPScape,Y
I:\NPS_NPMP_data\DerivedData\NPScape_densities\gden_729.tif,gden_729,TAPR_,NPScape,Y
I:\NPS_NPMP_data\DerivedData\NPScape_densities\gden_729_grouped.tif,gden_729_grouped,TAPR_,NPScape,Y
I:\NPS_NPMP_data\DerivedData\NPScape_densities\gden_7_grouped.tif,gden_7_grouped,TAPR_,NPScape,Y
I:\NPS_NPMP_data\DerivedData\NPScape_densities\gden_81.tif,gden_81,TAPR_,NPScape,Y
I:\NPS_NPMP_data\DerivedData\NPScape_densities\gden_81_grouped.tif,gden_81_grouped,TAPR_,NPScape,Y
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2000\DoublePeakRemoved\greenups\MOD09A1P_EVI.A2000001.h10v05.005.2009343013110.01greenups.tif,GreenUps_2000 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2000\DoublePeakRemoved\browndowns\MOD09A1P_EVI.A2000001.h10v05.005.2009343013110.02browndowns.tif,BrownDowns_2000 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2000\DoublePeakRemoved\seasonlengths\MOD09A1P_EVI.A2000001.h10v05.005.2009343013110.03seasonlengths.tif,SeasonLengths_2000 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2000\DoublePeakRemoved\baselevels\MOD09A1P_EVI.A2000001.h10v05.005.2009343013110.04baselevels.tif,BaseLevels_2000 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2000\DoublePeakRemoved\peakdates\MOD09A1P_EVI.A2000001.h10v05.005.2009343013110.05peakdates.tif,PeakDates_2000 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2000\DoublePeakRemoved\maxpeakvalues\MOD09A1P_EVI.A2000001.h10v05.005.2009343013110.06maxpeakvalues.tif,MaxPeakValues_2000 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2000\DoublePeakRemoved\amplitudes\MOD09A1P_EVI.A2000001.h10v05.005.2009343013110.07amplitudes.tif,Amplitudes_2000 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2000\DoublePeakRemoved\greenuprates\MOD09A1P_EVI.A2000001.h10v05.005.2009343013110.08greenuprates.tif,GreenUpRates_2000 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2000\DoublePeakRemoved\browndownrates\MOD09A1P_EVI.A2000001.h10v05.005.2009343013110.09browndownrates.tif,BrownDownRates_2000 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2000\DoublePeakRemoved\largeintegrals\MOD09A1P_EVI.A2000001.h10v05.005.2009343013110.10largeintegrals.tif,LargeIntegrals_2000 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2000\DoublePeakRemoved\smallintegrals\MOD09A1P_EVI.A2000001.h10v05.005.2009343013110.11smallintegrals.tif,SmallIntegrals_2000 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2000\001\AnnualMaximumValue\WGS84\MOD09A1P_EVI.A2000001.h10v05.005.2009343013110.AnnualMaximumValue.tif,AnnualMaxValue_2000,TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2000\001\AnnualMeanValue\WGS84\MOD09A1P_EVI.A2000001.h10v05.005.2009343013110.AnnualMeanValue.tif,AnnualMeanValue_2000,TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2000\001\AnnualMinimumValue\WGS84\MOD09A1P_EVI.A2000001.h10v05.005.2009343013110.AnnualMinimumValue.tif,AnnualMinValue_2000,TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2000\001\Landcover\WGS84\MOD09A1P_EVI.A2000001.h10v05.005.2009343013110.Landcover.tif,Landcover_2000,TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2000\001\QualityFlag\WGS84\MOD09A1P_EVI.A2000001.h10v05.005.2009343013110.QualityFlag.tif,QualityFlag_2000,TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2000\001\RMSE\WGS84\MOD09A1P_EVI.A2000001.h10v05.005.2009343013110.RMSE.tif,RMSE_2000,TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2001\DoublePeakRemoved\greenups\MOD09A1P_EVI.A2001001.h10v05.005.2010101004802.01greenups.tif,GreenUps_2001 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2001\DoublePeakRemoved\browndowns\MOD09A1P_EVI.A2001001.h10v05.005.2010101004802.02browndowns.tif,BrownDowns_2001 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2001\DoublePeakRemoved\seasonlengths\MOD09A1P_EVI.A2001001.h10v05.005.2010101004802.03seasonlengths.tif,SeasonLengths_2001 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2001\DoublePeakRemoved\baselevels\MOD09A1P_EVI.A2001001.h10v05.005.2010101004802.04baselevels.tif,BaseLevels_2001 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2001\DoublePeakRemoved\peakdates\MOD09A1P_EVI.A2001001.h10v05.005.2010101004802.05peakdates.tif,PeakDates_2001 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2001\DoublePeakRemoved\maxpeakvalues\MOD09A1P_EVI.A2001001.h10v05.005.2010101004802.06maxpeakvalues.tif,MaxPeakValues_2001 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2001\DoublePeakRemoved\amplitudes\MOD09A1P_EVI.A2001001.h10v05.005.2010101004802.07amplitudes.tif,Amplitudes_2001 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2001\DoublePeakRemoved\greenuprates\MOD09A1P_EVI.A2001001.h10v05.005.2010101004802.08greenuprates.tif,GreenUpRates_2001 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2001\DoublePeakRemoved\browndownrates\MOD09A1P_EVI.A2001001.h10v05.005.2010101004802.09browndownrates.tif,BrownDownRates_2001 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2001\DoublePeakRemoved\largeintegrals\MOD09A1P_EVI.A2001001.h10v05.005.2010101004802.10largeintegrals.tif,LargeIntegrals_2001 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2001\DoublePeakRemoved\smallintegrals\MOD09A1P_EVI.A2001001.h10v05.005.2010101004802.11smallintegrals.tif,SmallIntegrals_2001 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2001\001\AnnualMaximumValue\WGS84\MOD09A1P_EVI.A2001001.h10v05.005.2010101004802.AnnualMaximumValue.tif,AnnualMaxValue_2001,TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2001\001\AnnualMeanValue\WGS84\MOD09A1P_EVI.A2001001.h10v05.005.2010101004802.AnnualMeanValue.tif,AnnualMeanValue_2001,TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2001\001\AnnualMinimumValue\WGS84\MOD09A1P_EVI.A2001001.h10v05.005.2010101004802.AnnualMinimumValue.tif,AnnualMinValue_2001,TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2001\001\Landcover\WGS84\MOD09A1P_EVI.A2001001.h10v05.005.2010101004802.Landcover.tif,Landcover_2001,TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2001\001\QualityFlag\WGS84\MOD09A1P_EVI.A2001001.h10v05.005.2010101004802.QualityFlag.tif,QualityFlag_2001,TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2001\001\RMSE\WGS84\MOD09A1P_EVI.A2001001.h10v05.005.2010101004802.RMSE.tif,RMSE_2001,TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2002\DoublePeakRemoved\greenups\MOD09A1P_EVI.A2002001.h10v05.005.2010121040801.01greenups.tif,GreenUps_2002 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2002\DoublePeakRemoved\browndowns\MOD09A1P_EVI.A2002001.h10v05.005.2010121040801.02browndowns.tif,BrownDowns_2002 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2002\DoublePeakRemoved\seasonlengths\MOD09A1P_EVI.A2002001.h10v05.005.2010121040801.03seasonlengths.tif,SeasonLengths_2002 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2002\DoublePeakRemoved\baselevels\MOD09A1P_EVI.A2002001.h10v05.005.2010121040801.04baselevels.tif,BaseLevels_2002 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
P:\ExtractedData\NebraskaStudyArea\MOD09A1P_EVI\2002\DoublePeakRemoved\peakdates\MOD09A1P_EVI.A2002001.h10v05.005.2010121040801.05peakdates.tif,PeakDates_2002 (Db. Pk. Removed),TAPR_,MODIS EVI (460 m.),N
